2ci_qrup
year;university;major;branch;language;study_form_symbol;main_min_score;main_competition_score;has_subbakalavr;sub_min_score;sub_competition_score
;Azərbaycan Texniki Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;91.1;
;Azərbaycan Texniki Universiteti;Marketinq;;Azerbaijani;Ə;218.9;314.1;NO;;
;Azərbaycan Texniki Universiteti;Menecment;;Azerbaijani;Ə;200.0;355.3;YES;85.1;
;Azərbaycan Texniki Universiteti;Statistika;;Azerbaijani;Ə;200.0;328.0;YES;71.3;
;Azərbaycan Texniki Universiteti;Nəqliyyatda servis (avtomobil nəqliyyatı üzrə);;Azerbaijani;Ə;256.3;;NO;;
;Azərbaycan Texniki Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;219.7;;NO;;
;Azərbaycan Texniki Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;84.0;
;Azərbaycan Texniki Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;88.0;
;Azərbaycan Texniki Universiteti;İqtisadiyyat;;English;Ə;200.0;;NO;;
;Azərbaycan Texniki Universiteti;Marketinq;;Azerbaijani;Ə;211.5;310.4;NO;;
;Azərbaycan Texniki Universiteti;Menecment;;Azerbaijani;Ə;200.0;346.0;YES;80.8;
;Azərbaycan Dövlət Pedaqoji Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;288.3;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;347.5;347.5;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;Şamaxı filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;Şəki filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;Ağcabədi filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Tarix və coğrafiya müəllimliyi;Cəlilabad filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət Pedaqoji Universiteti;Coğrafiya müəllimliyi;Quba filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;354.4;364.0;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Q;200.0;389.9;YES;73.0;
;Azərbaycan Dövlət iqtisad Universiteti;Beynəlxalq ticarət və logistika ;;Turkish;Ə;217.2;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Beynəlxalq ticarət və logistika;;English;Ə;565.7;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;301.7;415.5;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;207.4;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;;Turkish;Ə;236.1;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;;English;Ə;582.5;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;322.1;322.1;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Q;200.0;317.6;YES;90.0;
;Azərbaycan Dövlət iqtisad Universiteti;Dövlət və bələdiyyə idarəetməsi ;;Turkish;Ə;200.0;;YES;84.9;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;;Azerbaijani;Ə;381.2;384.5;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;395.5;YES;90.7;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;;Turkish;Ə;277.6;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;;English;Ə;594.9;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;;Azerbaijani;Ə;418.8;509.2;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;;Azerbaijani;Q;200.0;509.6;YES;90.7;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;;Turkish;Ə;402.1;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;;English;Ə;630.3;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Marketinq;;Azerbaijani;Ə;328.6;328.6;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Marketinq;;Azerbaijani;Q;201.5;316.8;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Marketinq;;Turkish;Ə;236.2;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Menecment;;Azerbaijani;Ə;271.2;340.0;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Menecment;;Azerbaijani;Q;200.0;357.4;YES;89.5;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;;Azerbaijani;Ə;452.0;452.0;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;;Azerbaijani;Q;200.0;368.2;YES;90.0;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;;Turkish;Ə;369.1;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;;English;Ə;613.3;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Statistika;;Azerbaijani;Ə;279.9;280.4;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;Zaqatala filialı;Azerbaijani;Ə;150.0;;YES;72.2;
;Azərbaycan Dövlət iqtisad Universiteti;Biznesin idarə edilməsi;Zaqatala filialı;Azerbaijani;Q;169.9;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;Zaqatala filialı;Azerbaijani;Ə;200.0;;YES;67.4;
;Azərbaycan Dövlət iqtisad Universiteti;İqtisadiyyat;Zaqatala filialı;Azerbaijani;Q;200.0;;YES;89.1;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;Zaqatala filialı;Azerbaijani;Ə;200.0;;YES;68.2;
;Azərbaycan Dövlət iqtisad Universiteti;Maliyyə;Zaqatala filialı;Azerbaijani;Q;200.0;;YES;90.0;
;Azərbaycan Dövlət iqtisad Universiteti;Marketinq;Zaqatala filialı;Azerbaijani;Ə;150.0;;YES;51.0;
;Azərbaycan Dövlət iqtisad Universiteti;Marketinq;Zaqatala filialı;Azerbaijani;Q;152.1;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Menecment;Zaqatala filialı;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;Zaqatala filialı;Azerbaijani;Ə;200.0;;YES;65.2;
;Azərbaycan Dövlət iqtisad Universiteti;Mühasibat;Zaqatala filialı;Azerbaijani;Q;200.0;;YES;89.3;
;Azərbaycan Dövlət iqtisad Universiteti;Turizm işinin təşkili;Zaqatala filialı;Azerbaijani;Ə;150.0;;YES;67.9;77.8
;Azərbaycan Dövlət iqtisad Universiteti;Turizm işinin təşkili;Zaqatala filialı;Azerbaijani;Q;150.0;;YES;89.2;89.2
;Azərbaycan Dillər Universiteti;Beynəlxalq münasibətlər;;Azerbaijani;Ə;200.0;333.6;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Böyük Britaniya üzrə);;Azerbaijani;Ə;195.0;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Almaniya üzrə);;Azerbaijani;Ə;244.1;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Fransa üzrə);;Azerbaijani;Ə;217.8;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Amerika üzrə);;Azerbaijani;Ə;187.3;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Norveç üzrə);;Azerbaijani;Ə;182.8;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Qafqaz üzrə);;Azerbaijani;Ə;181.2;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (İsrail və Yaxın Şərq üzrə);;Azerbaijani;Ə;179.4;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Yaponiya üzrə);;Azerbaijani;Ə;178.2;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (ərəb ölkələri üzrə);;Azerbaijani;Ə;188.3;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Çin üzrə);;Azerbaijani;Ə;181.0;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Cənubi Amerika üzrə);;Azerbaijani;Ə;172.4;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Mərkəzi və Şərqi Avropa üzrə);;Azerbaijani;Ə;198.3;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Rusiya üzrə);;Azerbaijani;Ə;183.9;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Türkiyə üzrə);;Azerbaijani;Ə;206.4;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Balkan ölkələri üzrə);;Azerbaijani;Ə;173.4;;NO;;
;Azərbaycan Dillər Universiteti;Regionşünaslıq (Afrika üzrə);;Azerbaijani;Ə;167.4;;NO;;
;Bakı Slavyan Universiteti;Beynəlxalq münasibətlər;;Azerbaijani;Ə;200.0;;NO;;
;Bakı Slavyan Universiteti;Beynəlxalq münasibətlər;;English;Ə;200.0;;NO;;
;Bakı Slavyan Universiteti;Regimşünaslıq (Rusiya üzrə);;Azerbaijani;Ə;171.9;;NO;;
;Bakı Slavyan Universiteti;Regionşünaslıq (Belarus üzrə);;Azerbaijani;Ə;157.1;;NO;;
;Bakı Slavyan Universiteti;Regioşünaslıq (Polşa üzrə);;Azerbaijani;Ə;165.6;;NO;;
;Bakı Slavyan Universiteti;Regionşünaslıq (Almaniya üzrə);;Azerbaijani;Ə;181.8;;NO;;
;Bakı Slavyan Universiteti;Regioşünaslıq (Azərbaycan üzrə);;Azerbaijani;Ə;180.4;;NO;;
;Bakı Slavyan Universiteti;Regionşünaslıq (Ukrayna üzrə);;Azerbaijani;Ə;155.5;;NO;;
;Bakı Slavyan Universiteti;Regioşünaslıq (Türkiyə üzrə);;Azerbaijani;Ə;177.6;;NO;;
;Bakı Mühəndislik Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;224.2;426.7;NO;;
;Bakı Mühəndislik Universiteti;Biznesin idarə edilməsi;;English;Ə;246.5;;NO;;
;Bakı Mühəndislik Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;282.1;YES;69.3;
;Bakı Mühəndislik Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;411.4;YES;87.8;
;Bakı Mühəndislik Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;;YES;97.4;
;Bakı Mühəndislik Universiteti;Maliyyə;;English;Ə;200.0;;NO;;
;Bakı Mühəndislik Universiteti;Mühasibat;;Azerbaijani;Ə;355.9;355.9;NO;;
;Bakı Mühəndislik Universiteti;Nəqliyyatda servis (nəqliyyat növləri üzrə);;Azerbaijani;Ə;200.0;;NO;;
;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Beynəlxalq münasibətlər;;Azerbaijani;Ə;506.3;506.3;NO;;
;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Davamlı inkişafın idarə edilməsi;;Azerbaijani;Ə;418.1;418.1;NO;;
;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;449.8;449.8;NO;;
;Azərbaycan Respublikası Prezidenti yanında Dövlət İdarəçilik Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;541.2;541.2;NO;;
;“ADA” Universiteti;Beynəlxalq münasibətlər;;English;Ə;400.0;;NO;;
;“ADA” Universiteti;Biznesin idarə edilməsi;;English;Ə;405.7;;NO;;
;“ADA” Universiteti;İqtisadiyyat;;English;Ə;400.0;;NO;;
;“ADA” Universiteti;Maliyyə;;English;Ə;541.2;;NO;;
;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Sosiologiya;;Azerbaijani;Ə;200.0;202.5;NO;;
;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;208.1;209.2;NO;;
;Azərbaycan Dövlət Mədəniyyət və İncəsənət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;238.2;238.2;NO;;
;Azərbaycan Turizm və Menecment Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;282.2;YES;77.5;
;Azərbaycan Turizm və Menecment Universiteti;Menecment;;Azerbaijani;Ə;200.0;342.1;YES;79.2;
;Azərbaycan Turizm və Menecment Universiteti;Menecment;;English;Ə;200.0;;NO;;
;Azərbaycan Turizm və Menecment Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;226.3;226.3;NO;;
;Azərbaycan Turizm və Menecment Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;241.1;241.1;NO;;
;Azərbaycan Turizm və Menecment Universiteti;Turizm işinin təşkili;;English;Ə;240.6;;NO;;
;Azərbaycan Dövlət Bədən Tərbiyəsi və İdman Akademiyası;İdman menecmenti və kommunikasiya;;Azerbaijani;Ə;200.0;202.0;YES;73.5;89.6
;Milli Aviasiya Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;217.9;406.1;NO;;
;Milli Aviasiya Akademiyası;Maliyyə;;Azerbaijani;Ə;200.0;581.5;YES;74.7;
;Milli Aviasiya Akademiyası;Menecment;;Azerbaijani;Ə;200.0;344.3;YES;87.8;
;Milli Aviasiya Akademiyası;Hidrometeorologiya;;Azerbaijani;Ə;200.0;214.6;NO;;
;Bakı Ali Neft Məktəbi;Biznesin idarə edilməsi;;English;Ə;669.4;;NO;;
;Bakı Ali Neft Məktəbi;Biznesin idarə edilməsi;;English;Ə;400.0;;NO;;
;Azərbaycan Respublikası Dövlət Gömrük Komitəsinin Akademiyası;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;398.6;398.6;NO;;
;Azərbaycan Respublikası Dövlət Gömrük Komitəsinin Akademiyası;İqtisadiyyat;;Azerbaijani;Ə;481.6;481.6;NO;;
;Naxçıvan Dövlət Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;290.3;NO;;
;Naxçıvan Dövlət Universiteti;Beynəlxalq münasibətlər;;Azerbaijani;Ə;200.0;328.8;NO;;
;Naxçıvan Dövlət Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;200.0;367.6;YES;70.3;
;Naxçıvan Dövlət Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;246.1;287.7;NO;;
;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;315.1;384.6;NO;;
;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;91.7;
;Naxçıvan Dövlət Universiteti;İqtisadiyyat;;English;Ə;334.7;;NO;;
;Naxçıvan Dövlət Universiteti;Marketinq;;Azerbaijani;Ə;225.7;310.8;NO;;
;Naxçıvan Dövlət Universiteti;Menecment;;Azerbaijani;Ə;200.0;348.9;YES;54.0;
;Naxçıvan Dövlət Universiteti;Mühasibat;;Azerbaijani;Ə;224.9;350.2;NO;;
;Naxçıvan Dövlət Universiteti;Mühasibat;;Azerbaijani;Q;200.0;;YES;82.6;
;Naxçıvan Dövlət Universiteti;Coğrafiya;;Azerbaijani;Ə;260.2;260.2;NO;;
;Naxçıvan Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;236.9;238.9;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;184.3;;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;399.6;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;82.8;
;Azərbaycan Dövlət Aqrar Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;386.1;YES;51.0;
;Azərbaycan Dövlət Aqrar Universiteti;İqtisadiyyat;;English;Ə;200.0;;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;518.4;YES;74.4;
;Azərbaycan Dövlət Aqrar Universiteti;Maliyyə;;Azerbaijani;Q;200.0;;YES;82.1;
;Azərbaycan Dövlət Aqrar Universiteti;Marketinq;;Azerbaijani;Ə;159.2;318.5;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;Marketinq;;English;Ə;150.0;;NO;;
;Azərbaycan Dövlət Aqrar Universiteti;Menecment (alman proqramı);;Azerbaijani;Ə;200.0;;YES;51.0;
;Azərbaycan Dövlət Aqrar Universiteti;Mühasibat;;Azerbaijani;Ə;200.0;354.4;YES;71.0;
;Azərbaycan Dövlət Aqrar Universiteti;Mühasibat;;Azerbaijani;Q;200.0;;YES;80.6;
;Azərbaycan Dövlət Aqrar Universiteti;Mühasibat;;English;Ə;200.0;;NO;;
;Gəncə Dövlət Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;311.8;NO;;
;Gəncə Dövlət Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;248.1;NO;;
;Gəncə Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;181.3;;NO;;
;Gəncə Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;170.1;;NO;;
;Gəncə Dövlət Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;286.7;YES;68.5;
;Gəncə Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;452.1;YES;69.1;
;Gəncə Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;87.9;
;Gəncə Dövlət Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;570.5;YES;59.3;
;Gəncə Dövlət Universiteti;Marketinq;;Azerbaijani;Ə;150.0;;YES;63.5;
;Gəncə Dövlət Universiteti;Marketinq;;Azerbaijani;Q;150.0;;YES;83.1;
;Gəncə Dövlət Universiteti;Menecment;;Azerbaijani;Ə;200.0;;YES;51.0;
;Gəncə Dövlət Universiteti;Mühasibat;;Azerbaijani;Ə;200.0;;YES;61.0;
;Gəncə Dövlət Universiteti;Turizm bələdçiliyi;;Azerbaijani;Ə;150.0;236.1;YES;64.6;81.6
;Gəncə Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Ə;150.0;207.9;YES;83.0;83.0
;Gəncə Dövlət Universiteti;Turizm işinin təşkili;;Azerbaijani;Q;150.0;;YES;86.1;86.1
;Azərbaycan Texnologiya Universiteti;Biznesin idarə edilməsi;Gəncə filialı;Azerbaijani;Ə;153.1;;NO;;
;Azərbaycan Texnologiya Universiteti;Dövlət və bələdiyyə idarəetməsi;Gəncə filialı;Azerbaijani;Ə;200.0;291.1;YES;51.0;
;Azərbaycan Texnologiya Universiteti;İqtisadiyyat;Gəncə filialı;Azerbaijani;Q;200.0;;YES;81.4;
;Azərbaycan Texnologiya Universiteti;İqtisadiyyat;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;61.4;
;Azərbaycan Texnologiya Universiteti;Marketinq;Gəncə filialı;Azerbaijani;Q;150.0;;YES;83.5;
;Azərbaycan Texnologiya Universiteti;Marketinq;Gəncə filialı;Azerbaijani;Ə;150.0;366.4;YES;51.0;
;Azərbaycan Texnologiya Universiteti;Mühasibat;Gəncə filialı;Azerbaijani;Ə;200.0;;YES;60.5;
;Azərbaycan Texnologiya Universiteti;Mühasibat;Gəncə filialı;Azerbaijani;Q;200.0;;YES;81.2;
;Azərbaycan Texnologiya Universiteti;Turizm bələdçiliyi;Gəncə filialı;Azerbaijani;Ə;150.0;253.2;YES;59.3;81.6
;Azərbaycan Texnologiya Universiteti;Turizm bələdçiliyi;Gəncə filialı;Azerbaijani;Q;150.0;;YES;84.6;84.6
;Azərbaycan Texnologiya Universiteti;Turizm işinin təşkili;Gəncə filialı;Azerbaijani;Ə;150.0;244.5;YES;51.0;76.7
;Sumqayıt Dövlət Universiteti;Coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;323.5;NO;;
;Sumqayıt Dövlət Universiteti;Tarix və coğrafiya müəllimliyi;;Azerbaijani;Ə;200.0;250.9;NO;;
;Sumqayıt Dövlət Universiteti;Sosiologiya;;Azerbaijani;Ə;200.0;205.1;NO;;
;Sumqayıt Dövlət Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Ə;200.0;377.2;YES;51.0;
;Sumqayıt Dövlət Universiteti;Beynəlxalq ticarət və logistika;;Azerbaijani;Q;200.0;;YES;73.1;
;Sumqayıt Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;199.9;;NO;;
;Sumqayıt Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;187.4;;NO;;
;Sumqayıt Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;78.9;
;Sumqayıt Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;9.0;
;Sumqayıt Dövlət Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;;YES;79.6;
;Sumqayıt Dövlət Universiteti;Maliyyə;;Azerbaijani;Q;200.0;;YES;88.5;
;Sumqayıt Dövlət Universiteti;Marketinq;;Azerbaijani;Ə;193.8;;NO;;
;Sumqayıt Dövlət Universiteti;Menecment;;Azerbaijani;Ə;200.0;345.5;YES;76.7;
;Sumqayıt Dövlət Universiteti;Menecment;;Azerbaijani;Q;200.0;;YES;87.6;
;Sumqayıt Dövlət Universiteti;Mühasibat;;Azerbaijani;Ə;200.0;397.7;YES;77.7;
;Sumqayıt Dövlət Universiteti;Mühasibat;;Azerbaijani;Q;200.0;;YES;88.4;
;Mingəçevir Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Ə;170.9;;NO;;
;Mingəçevir Dövlət Universiteti;Biznesin idarə edilməsi;;Azerbaijani;Q;150.0;;YES;80.7;
;Mingəçevir Dövlət Universiteti;Dövlət və bələdiyyə idarəetməsi;;Azerbaijani;Ə;200.0;298.4;YES;51.0;
;Mingəçevir Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Ə;200.0;;YES;54.2;
;Mingəçevir Dövlət Universiteti;İqtisadiyyat;;Azerbaijani;Q;200.0;;YES;83.7;
;Mingəçevir Dövlət Universiteti;Maliyyə;;Azerbaijani;Ə;200.0;;YES;61.0;
